"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid"
"256","CH_CC","OG0011214","Ofaveolata010131","Ssiderea049480",-5.07331526643715,-16.9212287011592,"Belongs to the short-chain dehydrogenases reductases (SDR) family","Belongs to the short-chain dehydrogenases reductases (SDR) family","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
"257","CH_CC","OG0011273","Ofaveolata015586","Ssiderea038084",-1.66185823009466,-2.30258978437514,"Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family","Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family","Cytoskeleton","Cytoskeleton"
"258","CH_CC","OG0011280","Ofaveolata029252","Ssiderea033217",-1.30973516585359,-4.17872588078532,"Asparaginyl-tRNA synthetase","Asparaginyl-tRNA synthetase","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"259","CH_CC","OG0011293","Ofaveolata003606","Ssiderea046337",-5.57806098436275,-4.06631307433545,"cellular copper ion homeostasis","cellular copper ion homeostasis","Energy production and conversion","Energy production and conversion"
"260","CH_CC","OG0011322","Ofaveolata025013","Ssiderea021306",-1.52488804747759,-4.92452948167408,"GDP-mannose","GDP-mannose 4,6-dehydratase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"261","CH_CC","OG0011338","Ofaveolata023019","Ssiderea014813",-2.77934693689467,-1.49946535921308,"SOR/SNZ family","SOR/SNZ family","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"262","CH_CC","OG0011382","Ofaveolata031051","Ssiderea006575",2.00941989349678,1.77280678911617,"helix loop helix domain","helix loop helix domain","Transcription","Transcription"
"263","CH_CC","OG0011383","Ofaveolata022371","Ssiderea023254",-1.1270742318799,-1.10811063924373,"proteasome maturation","proteasome maturation","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"264","CH_CC","OG0011448","Ofaveolata026000","Ssiderea038858",-1.88413338563719,-1.61726449962068,"metalloendopeptidase activity","metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"265","CH_CC","OG0011451","Ofaveolata001473","Ssiderea043685",2.36952997800019,-3.3059596234736,"acid phosphatase activity","acid phosphatase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"266","CH_CC","OG0011480","Ofaveolata013651","Ssiderea000160",2.91178124866334,-1.01360447741329,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements","Energy production and conversion","Energy production and conversion"
"267","CH_CC","OG0011499","Ofaveolata002967","Ssiderea013001",-1.09822154150026,-2.39197758208505,"Heat shock 70 kDa protein 14","Heat shock 70 kDa protein 14","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"268","CH_CC","OG0011592","Ofaveolata019354","Ssiderea056002",-1.19100375377811,-1.97299726398709,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2-like","Signal transduction mechanisms","Signal transduction mechanisms"
"269","CH_CC","OG0011807","Ofaveolata014694","Ssiderea004577",-1.36266511204695,-2.9076890605213,"phosphomannomutase activity","phosphomannomutase activity","Lipid transport and metabolism","Lipid transport and metabolism"
"270","CH_CC","OG0011919","Ofaveolata005301","Ssiderea015841",-3.1346056891113,-3.06108194157872,"iron-sulfur transferase activity","Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins","Energy production and conversion","Energy production and conversion"
"271","CH_CC","OG0011930","Ofaveolata000340","Ssiderea022091",1.16336220326342,-4.07456841531391,"UPF0704 protein C6orf165 homolog","UPF0704 protein C6orf165 homolog",NA,"Function Unknown"
"272","CH_CC","OG0012116","Ofaveolata010052","Ssiderea049434",-5.93896326935598,-1.18301187507075,"respiratory chain complex III assembly","respiratory chain complex III assembly","Energy production and conversion","Energy production and conversion"
"273","CH_CC","OG0012179","Ofaveolata002556","Ssiderea013067",10.5417852956006,3.17375820065368,"dihydrofolate reductase activity","dihydrofolate reductase activity","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"274","CH_CC","OG0012284","Ofaveolata003863","Ssiderea030387",1.06064576914866,1.09433391391131,"protein polyubiquitination","protein polyubiquitination",NA,"Function Unknown"
"275","CH_CC","OG0012314","Ofaveolata002363","Ssiderea012871",-1.06825926579372,-5.31027179538076,"Haloacid dehalogenase-like hydrolase","Haloacid dehalogenase-like hydrolase",NA,"Function Unknown"
"276","CH_CC","OG0012321","Ofaveolata002211","Ssiderea012662",-1.11019157243725,-1.34352575927324,"nucleobase-containing compound biosynthetic process","nucleobase-containing compound biosynthetic process","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"277","CH_CC","OG0012372","Ofaveolata033520","Ssiderea026314",1.37274832071825,2.99557521902673,"ATP binding","belongs to the actin family","Cytoskeleton","Cytoskeleton"
"278","CH_CC","OG0012426","Ofaveolata016857","Ssiderea039239",-3.4574809133725,-5.01863811612061,"MDM2/MDM4 family protein binding","MDM2/MDM4 family protein binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"279","CH_CC","OG0012453","Ofaveolata034261","Ssiderea031880",-1.62319820914514,-1.61607936663969,"YLP motif-containing protein 1","YLP motif-containing protein 1","Transcription","Defense mechanisms"
"280","CH_CC","OG0012470","Ofaveolata002778","Ssiderea013295",3.07898680307104,5.2304700965696,"positive regulation of skeletal muscle acetylcholine-gated channel clustering","positive regulation of skeletal muscle acetylcholine-gated channel clustering",NA,"Function Unknown"
"281","CH_CC","OG0012511","Ofaveolata017710","Ssiderea046938",-1.9190305479489,-7.53599732729379,"Eukaryotic initiation factor 4A-II isoform X1","Eukaryotic translation initiation factor 4A, isoform","RNA processing and modification","RNA processing and modification"
"282","CH_CC","OG0012544","Ofaveolata013458","Ssiderea000447",-2.74530821293964,-1.91432040591097,"thyroid hormone transmembrane transporter activity","thyroid hormone transmembrane transporter activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"283","CH_CC","OG0012573","Ofaveolata030138","Ssiderea054218",-1.12451607742364,-5.5497816514617,"Ubiquitin carboxyl-terminal hydrolase","Ubiquitin carboxyl-terminal hydrolase","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"284","CH_CC","OG0012576","Ofaveolata001171","Ssiderea029404",-1.4736447231373,1.91965738233445,"plasma membrane repair","plasma membrane repair","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis"
"285","CH_CC","OG0012627","Ofaveolata018295","Ssiderea018599",-6.58546479346793,-2.8261577135661,"Cytidylyltransferase-like","Cytidylyltransferase-like","Lipid transport and metabolism","Lipid transport and metabolism"
"286","CH_CC","OG0012628","Ofaveolata013818","Ssiderea049064",-2.21183654233631,-4.12383651214081,"Glutathione S-transferase, N-terminal domain","Glutathione S-transferase, N-terminal domain","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"287","CH_CC","OG0012707","Ofaveolata019237","Ssiderea056578",1.10574849877413,-1.31690789357548,"Homeodomain","Homeodomain","Transcription","Transcription"
"288","CH_CC","OG0012749","Ofaveolata006465","Ssiderea053340",-1.68452200694377,-1.58398490877303,"acyl carnitine transmembrane transport","acyl carnitine transmembrane transport","Energy production and conversion","Energy production and conversion"
"289","CH_CC","OG0012782","Ofaveolata026010","Ssiderea038852",-4.34089664957721,-7.00346784988918,"negative regulation of SNARE complex assembly","negative regulation of SNARE complex assembly","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"290","CH_CC","OG0012801","Ofaveolata019158","Ssiderea019086",2.24614769442376,4.7634435615072,"calcium-dependent cysteine-type endopeptidase activity","calcium-dependent cysteine-type endopeptidase activity","",""
"291","CH_CC","OG0012815","Ofaveolata024193","Ssiderea005674",1.08325450021508,-1.08398613462075,"RAB10, member RAS oncogene family","RAB10, member RAS oncogene family","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"292","CH_CC","OG0012846","Ofaveolata033137","Ssiderea025984",-9.79673497290766,-3.63184928532475,"5'-3' exoribonuclease activity","5'-3' exoribonuclease activity","",""
"293","CH_CC","OG0012861","Ofaveolata002355","Ssiderea012859",-1.87981963196963,-2.40660464477894,"Adp-ribosylation factor","Adp-ribosylation factor","Signal transduction mechanisms","Signal transduction mechanisms"
"294","CH_CC","OG0012957","Ofaveolata014949","Ssiderea038386",-1.48887132491577,-2.40219930884895,"Major facilitator superfamily domain-containing protein 6-like","Major facilitator superfamily domain-containing protein 6-like","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"295","CH_CC","OG0013044","Ofaveolata006152","Ssiderea053372",-3.15988595470008,-1.78100091518376,"glycogen phosphorylase activity","glycogen phosphorylase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"296","CH_CC","OG0013046","Ofaveolata005736","Ssiderea045518",-1.28695097062459,-2.67915196291641,"Kinesin motor, catalytic domain. ATPase.","Microtubule binding","Cytoskeleton","Cytoskeleton"
"297","CH_CC","OG0013102","Ofaveolata011377","Ssiderea019312",-1.05430806862163,-2.90118993054611,"heterogeneous nuclear ribonucleoprotein","heterogeneous nuclear ribonucleoprotein","RNA processing and modification","RNA processing and modification"
"298","CH_CC","OG0013147","Ofaveolata026455","Ssiderea038593",-5.65399175884802,-11.5419492963876,"AFG3-like protein","AFG3-like protein","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"299","CH_CC","OG0013205","Ofaveolata019611","Ssiderea020852",-2.63095567278221,-12.8905159603075,"high mobility group","high mobility group","Transcription","Transcription"
"300","CH_CC","OG0013221","Ofaveolata022024","Ssiderea023369",-2.60023102523088,-1.59080438865736,"L-lactate","L-lactate","Energy production and conversion","Energy production and conversion"
"301","CH_CC","OG0013245","Ofaveolata023325","Ssiderea005256",3.00242891450771,2.35894417629818,"Belongs to the 14-3-3 family","tyrosine 3-monooxygenase tryptophan 5-monooxygenase activation protein, epsilon","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"302","CH_CC","OG0013276","Ofaveolata009808","Ssiderea051670",-1.48887132491577,-1.65438569448422,"ADP biosynthetic process","ADP biosynthetic process","Nucleotide transport and metabolism","Nucleotide transport and metabolism"
"303","LH_CC","OG0000133","Ofaveolata018073","Ssiderea002867",-4.31846712099319,-4.06149260023419,"Multidrug resistance-associated protein 1","ATPase activity, coupled to transmembrane movement of substances","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
"304","LH_CC","OG0000222","Ofaveolata006168","Ssiderea028561",-1.99742786720232,-1.18259039448281,"thioesterase binding","thioesterase binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"305","LH_CC","OG0000307","Ofaveolata024256","Ssiderea006371",-1.42520815709131,-3.79381781200342,NA,NA,NA,NA
"306","LH_CC","OG0000365","Ofaveolata032821","Ssiderea053815",1.4020097179873,3.01942345770594,"heat shock","heat shock","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"307","LH_CC","OG0000418","Ofaveolata015488","Ssiderea013867",-1.22214447919114,-1.85137941884514,NA,"CUB and zona pellucida-like domain-containing protein",NA,"Function Unknown"
"308","LH_CC","OG0000523","Ofaveolata001123","Ssiderea022152",2.11779411380012,1.82030876375679,"plasma membrane repair","plasma membrane repair","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis"
"309","LH_CC","OG0000778","Ofaveolata019120","Ssiderea013602",2.67185909835622,-1.64575855628707,"carbohydrate binding","complement activation, classical pathway",NA,""
"310","LH_CC","OG0000875","Ofaveolata001258","Ssiderea056345",-3.0907122948235,-2.11346585874143,"homophilic cell adhesion via plasma membrane adhesion molecules","homophilic cell adhesion via plasma membrane adhesion molecules","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"311","LH_CC","OG0000877","Ofaveolata002189","Ssiderea012592",2.10166187024623,-1.75621734493019,"glutamic-type peptidase activity","glutamic-type peptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"312","LH_CC","OG0001035","Ofaveolata013447","Ssiderea000550",-9.27048457168282,-1.19067379644702,"ammonium transmembrane transporter activity","ammonium transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"313","LH_CC","OG0001054","Ofaveolata026401","Ssiderea038678",3.33285214679354,1.91135735250029,"V-maf avian musculoaponeurotic fibrosarcoma oncogene homolog","lens fiber cell differentiation","Transcription","Transcription"
"314","LH_CC","OG0001060","Ofaveolata021998","Ssiderea023406",2.72865859489872,1.51079922460886,"tumor necrosis factor-activated receptor activity","Tumor necrosis factor receptor / nerve growth factor receptor repeats.","Signal transduction mechanisms","Function Unknown"
"315","LH_CC","OG0001085","Ofaveolata027609","Ssiderea042330",-8.10373712192794,-5.94439728029026,"Sterol-sensing domain of SREBP cleavage-activation","Sterol-sensing domain of SREBP cleavage-activation","Lipid transport and metabolism","Lipid transport and metabolism"
"316","LH_CC","OG0001245","Ofaveolata013966","Ssiderea043968",-1.53053074456463,-4.60513065940305,"ATPase activity, coupled to transmembrane movement of substances","ATPase activity, coupled to transmembrane movement of substances","Lipid transport and metabolism","Lipid transport and metabolism"
"317","LH_CC","OG0001372","Ofaveolata014693","Ssiderea004543",-1.11848721967449,-3.27069033361303,"alpha-L-fucosidase activity","alpha-L-fucosidase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"318","LH_CC","OG0001377","Ofaveolata025892","Ssiderea039002",-2.80021148904059,-7.27949602237853,"antigen processing and presentation of exogenous peptide antigen via MHC class I","antigen processing and presentation of exogenous peptide antigen via MHC class I","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"319","LH_CC","OG0001411","Ofaveolata030373","Ssiderea034241",-1.94983963215935,-2.0625529535054,"thyroid hormone transmembrane transporter activity","transmembrane transport","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"320","LH_CC","OG0001412","Ofaveolata010236","Ssiderea019422",2.09107575840731,-1.57243513947419,"negative regulation of bile acid biosynthetic process","negative regulation of bile acid biosynthetic process","Signal transduction mechanisms","Signal transduction mechanisms"
"321","LH_CC","OG0001441","Ofaveolata004510","Ssiderea052434",2.27492036079369,1.14250358363206,NA,"DNA helicase B",NA,"Replication, recombination and repair"
"322","LH_CC","OG0001471","Ofaveolata001616","Ssiderea026735",-2.59929169434357,-3.5277815842272,"DOMON domain-containing protein","Ferric-chelate reductase","Intracellular trafficking, secretion, and vesicular transport","Signal transduction mechanisms"
"323","LH_CC","OG0001481","Ofaveolata013123","Ssiderea000775",9.75454563991551,-1.75152023928292,"integrin binding","Coagulation factor 5/8 C-terminal domain, discoidin domain","Signal transduction mechanisms","Function Unknown"
"324","LH_CC","OG0001522","Ofaveolata024604","Ssiderea005862",-2.21102194604047,-3.06962499128227,"lipid catabolic process","Phospholipase B domain containing 2","Signal transduction mechanisms","Signal transduction mechanisms"
"325","LH_CC","OG0001552","Ofaveolata018305","Ssiderea018612",-2.0130599874845,-1.59929827159758,"negative regulation of ectoderm development","negative regulation of ectoderm development","",""
"326","LH_CC","OG0001581","Ofaveolata022011","Ssiderea023382",7.35173379426894,1.33288923827668,NA,"Tumor necrosis factor receptor / nerve growth factor receptor repeats.",NA,"Function Unknown"
"327","LH_CC","OG0001587","Ofaveolata007545","Ssiderea006776",-3.12376493670107,1.94653521757892,"tyrosinase","tyrosinase",NA,"Function Unknown"
"328","LH_CC","OG0001633","Ofaveolata024490","Ssiderea023310",-8.19312221728103,-1.03248883141958,"secondary active sulfate transmembrane transporter activity","secondary active sulfate transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"329","LH_CC","OG0001686","Ofaveolata000104","Ssiderea021959",-2.64357590196905,-2.50344708003284,"PX domain","PX domain","Signal transduction mechanisms","Signal transduction mechanisms"
"330","LH_CC","OG0001713","Ofaveolata028965","Ssiderea016596",-1.24628559257821,1.76116606563175,"nucleic acid binding","nucleic acid binding",NA,"RNA processing and modification"
"331","LH_CC","OG0002093","Ofaveolata034108","Ssiderea031667",-6.99946774376972,-2.53526210951572,"phosphatidylethanolamine catabolic process","phosphatidylethanolamine catabolic process","Lipid transport and metabolism","Lipid transport and metabolism"
"332","LH_CC","OG0002146","Ofaveolata021960","Ssiderea023516",-2.77470265212246,-6.9305494607493,"ATP:ADP antiporter activity","ATP:ADP antiporter activity","Energy production and conversion","Energy production and conversion"
"333","LH_CC","OG0002220","Ofaveolata015248","Ssiderea051084",2.1330522460903,-1.03207759630751,"ectonucleotide pyrophosphatase phosphodiesterase","ectonucleotide pyrophosphatase phosphodiesterase",NA,"Function Unknown"
"334","LH_CC","OG0002306","Ofaveolata027302","Ssiderea029478",1.01241225514562,-4.44936115191266,"protein-disulfide reductase (glutathione) activity","protein-disulfide reductase (glutathione) activity",NA,"Function Unknown"
"335","LH_CC","OG0002356","Ofaveolata031896","Ssiderea007305",-5.1481580565088,-4.54929039026569,"thioredoxin-disulfide reductase activity","thioredoxin-disulfide reductase activity","Energy production and conversion","Energy production and conversion"
"336","LH_CC","OG0002408","Ofaveolata007767","Ssiderea009243",3.68984351453351,1.63374936490131,"unfolded protein binding","unfolded protein binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"337","LH_CC","OG0002438","Ofaveolata029977","Ssiderea024274",-2.89944108504228,-2.42444593149338,"SOUL heme-binding protein","SOUL heme-binding protein",NA,"Function Unknown"
"338","LH_CC","OG0002629","Ofaveolata013050","Ssiderea001426",-23.5150834424659,-13.1890476700274,"adiponectin receptor","adiponectin receptor","Signal transduction mechanisms","Signal transduction mechanisms"
"339","LH_CC","OG0002690","Ofaveolata029771","Ssiderea60314",-1.12807618503001,-1.46675639124351,"calcium ion binding","calcium ion binding","Signal transduction mechanisms","Signal transduction mechanisms"
"340","LH_CC","OG0002827","Ofaveolata005263","Ssiderea015872",4.69280962534772,-4.46705394724856,"negative chemotaxis","structural constituent of cuticle",NA,"Cell cycle control, cell division, chromosome partitioning"
"341","LH_CC","OG0002933","Ofaveolata004714","Ssiderea042375",2.39988904720447,-1.56541506065942,"Disintegrin and metalloproteinase domain-containing protein","metalloendopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"342","LH_CC","OG0002950","Ofaveolata027062","Ssiderea042204",-1.61686826839076,-13.1890476700274,"glycerol ether metabolic process","glycerol ether metabolic process","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"343","LH_CC","OG0003046","Ofaveolata029525","Ssiderea054712",3.35349372833444,1.54631253378267,"Interferon induced with helicase C domain 1","Interferon induced with helicase C domain 1","RNA processing and modification","RNA processing and modification"
"344","LH_CC","OG0003131","Ofaveolata003761","Ssiderea028731",-2.45458077184574,-4.58296944629123,"methylenetetrahydrofolate reductase (NAD(P)H) activity","methylenetetrahydrofolate reductase (NAD(P)H) activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"345","LH_CC","OG0003165","Ofaveolata030220","Ssiderea027372",1.30237445701993,4.61457291931826,"thioesterase binding","Tnf receptor-associated factor 2","Signal transduction mechanisms","Posttranslational modification, protein turnover, chaperones"
"346","LH_CC","OG0003288","Ofaveolata004908","Ssiderea011302",-1.52502131425017,-3.01715765463807,"aldonic acid metabolic process","aldonic acid metabolic process","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"347","LH_CC","OG0003366","Ofaveolata017809","Ssiderea048507",1.48516519763515,-1.88713545117312,"inositol hexakisphosphate 6-kinase activity","inositol hexakisphosphate 6-kinase activity","",""
"348","LH_CC","OG0003651","Ofaveolata014030","Ssiderea043919",1.03078049942146,1.51896905689227,"RNA binding","Casein kinase substrate phosphoprotein PP28",NA,"Function Unknown"
"349","LH_CC","OG0003684","Ofaveolata014115","Ssiderea003510",-6.23501091784436,-1.82929088895537,"Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"350","LH_CC","OG0003692","Ofaveolata002357","Ssiderea012861",1.2647656050531,-2.42444593149338,"acidic dipeptidase","acidic dipeptidase","",""
"351","LH_CC","OG0003696","Ofaveolata028470","Ssiderea042651",1.67382293782219,2.61978632028314,"dimethylglycine dehydrogenase activity","dimethylglycine dehydrogenase activity","Amino acid transport and metabolism","Amino acid transport and metabolism"
"352","LH_CC","OG0003732","Ofaveolata016839","Ssiderea054560",-2.08667948651921,-2.93594880913425,"non-membrane spanning protein tyrosine phosphatase activity","non-membrane spanning protein tyrosine phosphatase activity","Signal transduction mechanisms","Signal transduction mechanisms"
"353","LH_CC","OG0003761","Ofaveolata030593","Ssiderea034011",1.8502857992135,1.00511007868861,NA,"Pleckstrin homology domain.",NA,"Function Unknown"
"354","LH_CC","OG0003785","Ofaveolata034275","Ssiderea052852",-3.22666819991705,2.31925747653448,"rRNA (pseudouridine) methyltransferase activity","rRNA (pseudouridine) methyltransferase activity","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"355","LH_CC","OG0003815","Ofaveolata028767","Ssiderea027809",-10.2641399536216,-8.1753595207042,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"356","LH_CC","OG0003926","Ofaveolata020989","Ssiderea012318",-2.06712593937292,-2.67536096787952,"positive regulation of DNA N-glycosylase activity","positive regulation of DNA N-glycosylase activity","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"357","LH_CC","OG0003938","Ofaveolata034028","Ssiderea031960",9.78209748330108,3.15147538614147,"protein kinase activity","myosin light chain kinase activity","Signal transduction mechanisms","Signal transduction mechanisms"
"358","LH_CC","OG0003951","Ofaveolata017695","Ssiderea046918",-2.80632212373878,-2.67103123623601,"positive regulation of TOR signaling","positive regulation of TOR signaling","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"359","LH_CC","OG0004037","Ofaveolata028325","Ssiderea042495",-1.65861683743877,-1.43401101678403,"ubiquitin-like protein-specific protease activity","ubiquitin-like protein-specific protease activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"360","LH_CC","OG0004075","Ofaveolata010918","Ssiderea019927",-5.6480457764007,-5.1379804747185,"L-gulonolactone oxidase-like","L-gulonolactone oxidase-like","Defense mechanisms","Defense mechanisms"
"361","LH_CC","OG0004083","Ofaveolata005246","Ssiderea010152",4.69369104866074,3.54681067721454,"PEST proteolytic signal containing nuclear protein","PEST proteolytic signal containing nuclear protein",NA,"Function Unknown"
"362","LH_CC","OG0004139","Ofaveolata030646","Ssiderea054350",-1.92426991033073,-1.35188897033064,NA,"Transferrin",NA,"Extracellular structures"
"363","LH_CC","OG0004142","Ofaveolata029271","Ssiderea033231",-4.11671444151029,-1.91812598581518,"MAP kinase activity","MAP kinase activity","Signal transduction mechanisms","Signal transduction mechanisms"
"364","LH_CC","OG0004157","Ofaveolata013390","Ssiderea001211",-1.34550369947466,-1.66965179849341,"lens induction in camera-type eye","lens induction in camera-type eye","Signal transduction mechanisms","Signal transduction mechanisms"
"365","LH_CC","OG0004183","Ofaveolata029083","Ssiderea013771",-1.65083472587022,-2.80130314829142,"calcium, potassium:sodium antiporter activity","calcium, potassium:sodium antiporter activity","",""
"366","LH_CC","OG0004187","Ofaveolata033217","Ssiderea026252",-2.17560677747451,-1.00511007868861,"riboflavin transmembrane transporter activity","riboflavin transmembrane transporter activity",NA,"Function Unknown"
"367","LH_CC","OG0004276","Ofaveolata015184","Ssiderea051137",-5.11597312341913,-2.51034131078027,"recombination hotspot binding","recombination hotspot binding","Transcription","Transcription"
"368","LH_CC","OG0004300","Ofaveolata001752","Ssiderea026962",-13.2430695009355,-2.78523557629305,"adenosine kinase activity","adenosine kinase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"369","LH_CC","OG0004304","Ofaveolata012903","Ssiderea001525",2.38144271268939,1.00850101751175,"actin filament polymerization","actin filament polymerization",NA,"Function Unknown"
"370","LH_CC","OG0004341","Ofaveolata013097","Ssiderea001380",-2.18902059817444,-3.09320178041313,"Activating molecule in BECN1-regulated autophagy protein","Activating molecule in BECN1-regulated autophagy protein",NA,"Function Unknown"
"371","LH_CC","OG0004388","Ofaveolata010126","Ssiderea049489",3.69436078961761,6.13481217635013,"enhancer sequence-specific DNA binding","enhancer sequence-specific DNA binding",NA,"Function Unknown"
"372","LH_CC","OG0004437","Ofaveolata024852","Ssiderea020916",4.85475467921416,6.42855482578355,"abducens nerve formation","abducens nerve formation","Transcription","Transcription"
"373","LH_CC","OG0004469","Ofaveolata020047","Ssiderea056512",-2.34396378979703,-2.49367183557979,"Nucleoporin","Nucleoporin","",""
"374","LH_CC","OG0004489","Ofaveolata011442","Ssiderea019354",3.50222274462108,2.68364852380795,"protein phosphatase inhibitor activity","protein phosphatase inhibitor activity","",""
"375","LH_CC","OG0004522","Ofaveolata032820","Ssiderea053812",-5.19425434913432,-3.51402267749973,NA,"ubiquitin binding",NA,"Function Unknown"
"376","LH_CC","OG0004533","Ofaveolata011208","Ssiderea051581",1.30930137031814,1.24113872095722,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","Transfers N-acetylgalactosamine (GalNAc) from UDP-GalNAc to N-acetylglucosamine-beta-benzyl with a beta-1,4-linkage to form N,N'-diacetyllactosediamine, GalNAc-beta-1,4-GlcNAc structures in N-linked glycans and probably O-linked glycans","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"377","LH_CC","OG0004546","Ofaveolata028893","Ssiderea014319",1.02437812350592,1.60896218150062,NA,"Hemicentin 1",NA,"Signal transduction mechanisms"
