"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid"
"126","MacN_Emerald","OG0003278","Ofaveolata007122","Ssiderea027956",-1.90657418762001,2.25737122058417,NA,"Kinetochore associated 1",NA,"Cell cycle control, cell division, chromosome partitioning"
"127","MacN_Emerald","OG0003319","Ofaveolata012651","Ssiderea000689",1.37301103936789,-1.74046624321148,"zinc ion binding","zinc ion binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"128","MacN_Emerald","OG0003320","Ofaveolata025112","Ssiderea055794",-1.55613355772376,1.01778082689937,"Fatty acid desaturase","Fatty acid desaturase","Lipid transport and metabolism","Lipid transport and metabolism"
"129","MacN_Emerald","OG0003360","Ofaveolata005157","Ssiderea010361",-1.22582505041913,2.1500706536296,"SH3 domain-containing kinase-binding protein","SH3 domain binding","Signal transduction mechanisms","Signal transduction mechanisms"
"130","MacN_Emerald","OG0003629","Ofaveolata024037","Ssiderea005361",-1.18961919105555,-1.06264695188465,"Vacuolar Protein","Vacuolar Protein","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"131","MacN_Emerald","OG0003636","Ofaveolata034366","Ssiderea052833",1.29159232085355,1.60221545753182,"quinone biosynthetic process","ubiquinone biosynthetic process","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"132","MacN_Emerald","OG0003721","Ofaveolata030407","Ssiderea034147",-1.07403123577171,2.11300086240222,"Ion transport protein","high voltage-gated calcium channel activity","","Inorganic ion transport and metabolism"
"133","MacN_Emerald","OG0003815","Ofaveolata028767","Ssiderea027809",-6.25166057816356,1.12552671075315,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"134","MacN_Emerald","OG0004036","Ofaveolata029290","Ssiderea033150",1.88548366635024,2.96760206677568,"Chondroitin sulfate synthase","Chondroitin sulfate synthase","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"135","MacN_Emerald","OG0004205","Ofaveolata029703","Ssiderea023754",1.96267919441499,3.23990126127776,"sodium:proton antiporter activity","sodium:proton antiporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"136","MacN_Emerald","OG0004206","Ofaveolata015422","Ssiderea038170",-1.00520424257302,2.12194818752202,"Amine oxidase flavin-containing","Amine oxidase flavin-containing","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
"137","MacN_Emerald","OG0004271","Ofaveolata012695","Ssiderea001255",1.36606849723778,1.47112028860612,"Activating transcription factor","Activating transcription factor","Transcription","Transcription"
"138","MacN_Emerald","OG0004321","Ofaveolata024708","Ssiderea016963",1.02885560164515,-1.88816957402351,"dCMP deaminase activity","Cytidine and deoxycytidylate deaminase zinc-binding region","Nucleotide transport and metabolism","Nucleotide transport and metabolism"
"139","MacN_Emerald","OG0004343","Ofaveolata019429","Ssiderea055932",1.20855970988107,-1.74217187647667,"negative regulation of skeletal muscle tissue growth","It is involved in the biological process described with receptor-mediated endocytosis","Posttranslational modification, protein turnover, chaperones","Signal transduction mechanisms"
"140","MacN_Emerald","OG0004604","Ofaveolata013633","Ssiderea044691",-1.94503248247656,2.39344143002552,NA,"Required for formation of the RNA induced silencing complex (RISC). Component of the RISC loading complex (RLC), also known as the micro-RNA (miRNA) loading complex (miRLC), which is composed of dicer1, ago2 and tarbp2. Within the RLC miRLC, dicer1 and tarbp2 are required to process precursor miRNAs (pre-miRNAs) to mature miRNAs and then load them onto ago2. ago2 bound to the mature miRNA constitutes the minimal RISC and may subsequently dissociate from dicer1 and tarbp2. May also play a role in the production of short interfering RNAs (siRNAs) from double-stranded RNA (dsRNA) by dicer1",NA,""
"141","MacN_Emerald","OG0004667","Ofaveolata023648","Ssiderea015610",1.86880529227889,-2.81597491525695,"histone H4-K20 monomethylation","histone H4-K20 monomethylation","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"142","MacN_Emerald","OG0004755","Ofaveolata029110","Ssiderea034453",2.54897832480196,1.2508463585857,NA,"mannose binding",NA,"Signal transduction mechanisms"
"143","MacN_Emerald","OG0004781","Ofaveolata025449","Ssiderea039819",-2.30564137546409,3.29364878597348,"BolA-like protein","bolA-like protein","Signal transduction mechanisms","Signal transduction mechanisms"
"144","MacN_Emerald","OG0004839","Ofaveolata003503","Ssiderea046242",1.36173961134783,1.44015163601451,NA,"Domain abundant in complement control proteins; SUSHI repeat; short complement-like repeat (SCR)",NA,"Signal transduction mechanisms"
"145","MacN_Emerald","OG0004882","Ofaveolata023529","Ssiderea015692",1.34905183084541,-8.21521511349034,"lipopolysaccharide-induced transcription factor regulating tumor necrosis factor alpha","lipopolysaccharide-induced transcription factor regulating tumor necrosis factor alpha",NA,"Function Unknown"
"146","MacN_Emerald","OG0004891","Ofaveolata033244","Ssiderea026218",1.29614229085065,-1.12284693566871,"-","-","",""
"147","MacN_Emerald","OG0005146","Ofaveolata030445","Ssiderea037884",1.41134236795764,2.20556546507827,"histone H3-S10 phosphorylation involved in chromosome condensation","histone H3-S10 phosphorylation involved in chromosome condensation","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning"
"148","MacN_Emerald","OG0005151","Ofaveolata001177","Ssiderea029356",1.11760689254052,2.55395625484464,"positive regulation of epithelial to mesenchymal transition","positive regulation of epithelial to mesenchymal transition",NA,"Function Unknown"
"149","MacN_Emerald","OG0005239","Ofaveolata013693","Ssiderea049246",-1.2855370831512,2.8679073352432,"polycystic kidney disease protein 1-like","polycystic kidney disease protein 1-like","",""
"150","MacN_Emerald","OG0005250","Ofaveolata029294","Ssiderea033145",1.27864083814272,-3.71889475699177,"Belongs to the oxygen-dependent FAD-linked oxidoreductase family","PFAM FAD linked oxidase domain protein","Energy production and conversion","Energy production and conversion"
"151","MacN_Emerald","OG0005337","Ofaveolata012625","Ssiderea017202",1.00674568819265,1.6114348709484,"regulation of cilium-dependent cell motility","Cilia and flagella associated protein 20","Transcription","Transcription"
"152","MacN_Emerald","OG0005358","Ofaveolata027699","Ssiderea025557",-1.60188216897704,-1.29242095265272,"prolyl 4-hydroxylase","prolyl 4-hydroxylase","Amino acid transport and metabolism","Amino acid transport and metabolism"
"153","MacN_Emerald","OG0005370","Ofaveolata006247","Ssiderea032524",-1.54900562316032,-1.0272642295099,"negative regulation of lamellipodium morphogenesis","negative regulation of lamellipodium morphogenesis",NA,"Function Unknown"
"154","MacN_Emerald","OG0005377","Ofaveolata033528","Ssiderea026325",-1.0037724011458,-1.15867037791326,"Protein kinase C conserved region 2 (CalB)","Protein kinase C conserved region 2 (CalB)",NA,"Function Unknown"
"155","MacN_Emerald","OG0005402","Ofaveolata000358","Ssiderea022063",1.88049765881515,1.26657256353364,"actin binding","actin binding","",""
"156","MacN_Emerald","OG0005439","Ofaveolata023992","Ssiderea045915",1.01520180696544,1.09760590607167,"4 iron, 4 sulfur cluster binding","4 iron, 4 sulfur cluster binding","Energy production and conversion","Energy production and conversion"
"157","MacN_Emerald","OG0005460","Ofaveolata023693","Ssiderea050051",-2.62695450010275,2.66713217110294,"regulation of ATP citrate synthase activity","Nipsnap homolog 1","Translation, ribosomal structure and biogenesis","Function Unknown"
"158","MacN_Emerald","OG0005466","Ofaveolata028383","Ssiderea042579",-1.28953637310981,1.9187599669576,"NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9","NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit 9","Energy production and conversion","Energy production and conversion"
"159","MacN_Emerald","OG0005545","Ofaveolata008053","Ssiderea009586",1.00873283635539,1.38600889996402,"tRNA 2'-phosphotransferase 1","tRNA 2'-phosphotransferase 1","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"160","MacN_Emerald","OG0005575","Ofaveolata023578","Ssiderea050016",1.07174678413301,1.06538160669773,"peptidyl-threonine dephosphorylation","peptidyl-threonine dephosphorylation","Signal transduction mechanisms","Signal transduction mechanisms"
"161","MacN_Emerald","OG0005639","Ofaveolata030690","Ssiderea013981",-1.03019295850838,-1.58256060308977,"-","-","",""
"162","MacN_Emerald","OG0005663","Ofaveolata015121","Ssiderea051210",1.1082754024382,-1.39508761363717,"Transcription factor","Transcription factor","Transcription","Transcription"
"163","MacN_Emerald","OG0005766","Ofaveolata027573","Ssiderea042303",-1.27290095588,3.17928510682977,"Threonine dehydratase","Threonine dehydratase","Amino acid transport and metabolism","Amino acid transport and metabolism"
"164","MacN_Emerald","OG0005767","Ofaveolata006978","Ssiderea027873",2.27802758686962,-1.34786724588888,NA,"Nidogen 2a (osteonidogen)",NA,"Signal transduction mechanisms"
"165","MacN_Emerald","OG0005806","Ofaveolata022498","Ssiderea015579",-1.85110120644661,2.47405358170474,"calcium ion binding","calcium ion binding",NA,"Function Unknown"
"166","MacN_Emerald","OG0005834","Ofaveolata021192","Ssiderea62784",1.54773039284263,1.59310108481227,"Coagulation factor 5/8 C-terminal domain, discoidin domain","C-terminal domain of neuropilin glycoprotein","Signal transduction mechanisms","Signal transduction mechanisms"
"167","MacN_Emerald","OG0005913","Ofaveolata024345","Ssiderea006219",-1.20513342063741,-5.90301332407534,"negative regulation of negative chemotaxis","negative regulation of negative chemotaxis","Amino acid transport and metabolism","Amino acid transport and metabolism"
"168","MacN_Emerald","OG0005954","Ofaveolata031778","Ssiderea006713",-1.42030430164847,3.21595136033296,"ankyrin repeat","ATPase activity, coupled to transmembrane movement of substances","Translation, ribosomal structure and biogenesis","Defense mechanisms"
"169","MacN_Emerald","OG0006176","Ofaveolata014336","Ssiderea003822",1.13791111656178,1.0344319297077,"rRNA binding","rRNA binding",NA,"Function Unknown"
"170","MacN_Emerald","OG0006289","Ofaveolata015393","Ssiderea038281",1.53983618266053,-2.34465867617409,"tRNA modification","tRNA modification",NA,"Function Unknown"
"171","MacN_Emerald","OG0006296","Ofaveolata003309","Ssiderea030049",1.16890169068543,-1.27237031048594,"eukaryotic translation initiation factor","Initiation factor 5a","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis"
"172","MacN_Emerald","OG0006310","Ofaveolata000974","Ssiderea022465",-1.1134266916003,-4.61857683781526,"cerebellar granular layer formation","cerebellar granular layer formation","Signal transduction mechanisms","Signal transduction mechanisms"
"173","MacN_Emerald","OG0006537","Ofaveolata029067","Ssiderea013770",-1.07437440122241,-3.1965268520175,"Galactose-3-O-sulfotransferase","Galactose-3-O-sulfotransferase",NA,"Function Unknown"
"174","MacN_Emerald","OG0006552","Ofaveolata011110","Ssiderea056770",1.04913381387725,-1.29800023215396,"histidine transport","histidine transport","Amino acid transport and metabolism","Amino acid transport and metabolism"
"175","MacN_Emerald","OG0006894","Ofaveolata033691","Ssiderea053633",-4.26089942502724,2.95746445671417,NA,"Von Willebrand factor",NA,""
"176","MacN_Emerald","OG0006927","Ofaveolata016863","Ssiderea039399",1.19381529796214,-1.00559548862643,"aminopeptidase activity","aminopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"177","MacN_Emerald","OG0006938","Ofaveolata034295","Ssiderea052983",-1.1689764051464,-1.29290493033008,NA,"transmembrane signaling receptor activity. It is involved in the biological process described with cell surface receptor signaling pathway",NA,"Signal transduction mechanisms"
"178","MacN_Emerald","OG0006971","Ofaveolata008809","Ssiderea008227",-1.16046056754778,1.73225339370353,"belongs to the NAD synthetase family","belongs to the NAD synthetase family","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"179","MacN_Emerald","OG0007014","Ofaveolata027737","Ssiderea042291",1.54546518546192,2.16792599412597,"Belongs to the enoyl-CoA hydratase isomerase family","Belongs to the enoyl-CoA hydratase isomerase family","Lipid transport and metabolism","Lipid transport and metabolism"
"180","MacN_Emerald","OG0007031","Ofaveolata009398","Ssiderea035793",1.70337917412198,4.73941559482524,"apoptotic process","apoptotic process","Signal transduction mechanisms","Signal transduction mechanisms"
"181","MacN_Emerald","OG0007060","Ofaveolata031923","Ssiderea007355",-1.34905183084541,-3.81598697337694,"metanephric glomerular basement membrane development","metanephric glomerular basement membrane development","Extracellular structures","Extracellular structures"
"182","MacN_Emerald","OG0007183","Ofaveolata033224","Ssiderea055305",-1.2095525941643,1.45833697835446,"protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1","protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1",NA,"Function Unknown"
"183","MacN_Emerald","OG0007198","Ofaveolata034154","Ssiderea010956",-1.64509147272622,-10.3387292471206,NA,"Dermatopontin",NA,"Function Unknown"
"184","MacN_Emerald","OG0007749","Ofaveolata024406","Ssiderea006083",1.24145703498549,-1.46206309984911,"Putative transmembrane family 234","Transmembrane protein 234",NA,"Function Unknown"
"185","MacN_Emerald","OG0007853","Ofaveolata026254","Ssiderea039621",3.73181061068181,2.0872757685067,NA,"U11-48K-like CHHC zinc finger",NA,"Function Unknown"
"186","MacN_Emerald","OG0007901","Ofaveolata036110","Ssiderea052336",-1.00842472502791,-4.66024443354892,"Transposase IS4","Transposase IS4",NA,"Function Unknown"
"187","MacN_Emerald","OG0007989","Ofaveolata004498","Ssiderea052407",1.03938064350447,1.06954985720942,"RWD domain-containing protein","RWD domain containing 1",NA,"Function Unknown"
"188","MacN_Emerald","OG0008011","Ofaveolata005679","Ssiderea016688",1.18143308966207,-2.5508756164013,"RNA binding","RNA binding","RNA processing and modification","RNA processing and modification"
"189","MacN_Emerald","OG0008336","Ofaveolata024229","Ssiderea005706",1.01916539443909,1.61582361457857,"mRNA export","mRNA export","RNA processing and modification","RNA processing and modification"
"190","MacN_Emerald","OG0008350","Ofaveolata017291","Ssiderea046616",1.27290095588,1.74913156241046,"Acyl-CoA synthetase long-chain family member","Acyl-CoA synthetase long-chain family member","Lipid transport and metabolism","Lipid transport and metabolism"
"191","MacN_Emerald","OG0008352","Ofaveolata015433","Ssiderea033919",-4.30666739250245,-2.11691525310046,"microtubule motor activity","microtubule motor activity","Cytoskeleton","Cytoskeleton"
"192","MacN_Emerald","OG0008364","Ofaveolata034384","Ssiderea052808",-1.27425012329693,1.21353594378397,NA,"positive regulation of interleukin-6-mediated signaling pathway",NA,"Transcription"
"193","MacN_Emerald","OG0008410","Ofaveolata005622","Ssiderea053041",1.44079900059809,-1.1421541391673,"Belongs to the peroxisomal membrane protein PXMP2 4 family","Mpv17 / PMP22 family","Energy production and conversion","Function Unknown"
"194","MacN_Emerald","OG0008444","Ofaveolata010907","Ssiderea019917",1.70961348663465,1.29078404489167,"DOMON domain-containing protein","DOMON domain-containing protein","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport"
"195","MacN_Emerald","OG0008524","Ofaveolata004630","Ssiderea016539",-1.35518154971729,2.96022872933356,"microtubule motor activity","microtubule motor activity","Cytoskeleton","Cytoskeleton"
"196","MacN_Emerald","OG0008541","Ofaveolata002461","Ssiderea024988",-1.73313014217237,1.97261423040653,"ephrin receptor binding","ephrin receptor binding","Signal transduction mechanisms","Signal transduction mechanisms"
"197","MacN_Emerald","OG0008660","Ofaveolata026747","Ssiderea017751",-1.06288401915067,-1.65684090918566,"lipoprotein receptor-related protein","lipoprotein receptor-related protein","Signal transduction mechanisms","Signal transduction mechanisms"
"198","MacN_Emerald","OG0008735","Ofaveolata033534","Ssiderea026331",-5.50818787909098,-2.91495951560721,"Belongs to the ATP guanido phosphotransferase family","Belongs to the ATP guanido phosphotransferase family","Energy production and conversion","Energy production and conversion"
"199","MacN_Emerald","OG0008831","Ofaveolata000816","Ssiderea022688",1.04737894448121,2.26594953042063,"Kelch motif","Kelch motif",NA,"Function Unknown"
"200","MacN_Emerald","OG0008878","Ofaveolata007092","Ssiderea028226",1.61642464798074,2.29927976026734,"positive regulation of gluconeogenesis","positive regulation of gluconeogenesis","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"201","MacN_Emerald","OG0008881","Ofaveolata025437","Ssiderea039806",-1.44357374451394,-1.36508547989221,"peptidase inhibitor activity","positive regulation of epithelial to mesenchymal transition","","Function Unknown"
"202","MacN_Emerald","OG0008966","Ofaveolata024196","Ssiderea005677",1.23849295410578,-2.11227683504466,"Armadillo repeat containing 1","Armadillo repeat containing 1",NA,"Function Unknown"
"203","MacN_Emerald","OG0008969","Ofaveolata000728","Ssiderea044862",-1.00237784367629,1.23043831963653,"translation regulator activity","translation regulator activity","RNA processing and modification","RNA processing and modification"
"204","MacN_Emerald","OG0009047","Ofaveolata017639","Ssiderea046884",-1.32177864189853,3.91386618343337,"G protein-coupled receptor 180","G protein-coupled receptor 180",NA,"Function Unknown"
"205","MacN_Emerald","OG0009065","Ofaveolata003292","Ssiderea030069",1.53456968180464,-1.02811039894076,"phosphopyruvate hydratase activity","phosphopyruvate hydratase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"206","MacN_Emerald","OG0009081","Ofaveolata027902","Ssiderea042436",-1.54287293341942,1.01391621192827,"Glycine dehydrogenase (decarboxylating)","Glycine dehydrogenase (decarboxylating)","Amino acid transport and metabolism","Amino acid transport and metabolism"
"207","MacN_Emerald","OG0009310","Ofaveolata036500","Ssiderea61034",-1.04997540808597,-1.23157311480548,"Integrase core domain","K02A2.6-like","Replication, recombination and repair","Amino acid transport and metabolism"
"208","MacN_Emerald","OG0009873","Ofaveolata021924","Ssiderea60285",-1.25923384073565,-2.98731720402487,"Kinesin family","Chromosome-associated kinesin KIF4A","Cytoskeleton","Cytoskeleton"
"209","MacN_Emerald","OG0009926","Ofaveolata012658","Ssiderea000678",2.58592067569563,1.51523117389038,"SUMO conjugating enzyme activity","SUMO conjugating enzyme activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"210","MacN_Emerald","OG0009990","Ofaveolata029421","Ssiderea032915",2.14655652674307,2.86119616499948,"GRIM-19 protein","GRIM-19 protein","",""
"211","MacN_Emerald","OG0010060","Ofaveolata006485","Ssiderea010064",1.03460261094833,-1.09154960714872,NA,"CREB ATF bZIP transcription factor",NA,"Transcription"
"212","MacN_Emerald","OG0010085","Ofaveolata007310","Ssiderea058217",-1.46632635632524,-1.36690999814493,"Lys63-specific deubiquitinase activity","Lys63-specific deubiquitinase activity",NA,"Function Unknown"
"213","MacN_Emerald","OG0010208","Ofaveolata007900","Ssiderea009350",1.64621782098241,5.49801530566593,"L-2-hydroxyglutarate dehydrogenase","L-2-hydroxyglutarate dehydrogenase",NA,"Function Unknown"
"214","MacN_Emerald","OG0010399","Ofaveolata001155","Ssiderea029395",-1.93208929428172,1.35347678552925,"alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity","Alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity. It is involved in the biological process described with oligosaccharide biosynthetic process","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"215","MacN_Emerald","OG0010400","Ofaveolata022918","Ssiderea014951",1.00500570615161,-3.78305208258116,"Trypsin-like serine protease","Trypsin-like serine protease","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"216","MacN_Emerald","OG0010600","Ofaveolata016823","Ssiderea054550",-1.66200066423025,1.20872612491327,"eukaryotic translation initiation factor","RNA strand-exchange activity","RNA processing and modification","RNA processing and modification"
"217","MacN_Emerald","OG0010664","Ofaveolata001645","Ssiderea049613",1.29425968713693,1.3748096193445,"Hairy and enhancer of split-related protein helt","Hairy and enhancer of split-related protein helt","Transcription","Transcription"
"218","MacN_Emerald","OG0010842","Ofaveolata016023","Ssiderea033498",-1.13108568568041,-1.03722749691481,"AAA domain","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","Replication, recombination and repair","Replication, recombination and repair"
"219","MacN_Emerald","OG0010995","Ofaveolata007495","Ssiderea044419",5.51261029474456,1.48682090992141,"Belongs to the small heat shock protein (HSP20) family","Belongs to the small heat shock protein (HSP20) family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"220","MacN_Emerald","OG0011010","Ofaveolata018309","Ssiderea018632",1.28872678048155,-1.38802885131654,"propionyl-CoA carboxylase activity","propionyl-CoA carboxylase activity","",""
"221","MacN_Emerald","OG0011070","Ofaveolata011236","Ssiderea051431",1.06810460777502,-9.15576233592534,"glycerate dehydrogenase activity","glycerate dehydrogenase activity","Energy production and conversion","Energy production and conversion"
"222","MacN_Emerald","OG0011229","Ofaveolata004222","Ssiderea029117",-1.11600968043485,-1.09049036099893,"GABA-A receptor activity","GABA-A receptor activity","Signal transduction mechanisms","Signal transduction mechanisms"
"223","MacN_Emerald","OG0011360","Ofaveolata025862","Ssiderea055489",-2.23721805304699,2.00365849060725,"homologous chromosome movement towards spindle pole involved in homologous chromosome segregation","homologous chromosome movement towards spindle pole involved in homologous chromosome segregation","",""
"224","MacN_Emerald","OG0011426","Ofaveolata016294","Ssiderea052675",1.49169380625313,-1.13001565937037,NA,"Cytochrome p-450",NA,"Secondary metabolites biosynthesis, transport and catabolism"
"225","MacN_Emerald","OG0011451","Ofaveolata001473","Ssiderea043685",-1.46903550094309,-2.87223680141813,"acid phosphatase activity","acid phosphatase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"226","MacN_Emerald","OG0011482","Ofaveolata005158","Ssiderea62307",-2.0686900543655,-1.00792419106587,NA,"calcium ion binding",NA,"Posttranslational modification, protein turnover, chaperones"
"227","MacN_Emerald","OG0011829","Ofaveolata025813","Ssiderea055555",-1.36158704920792,-8.09199376131752,"phospholipid-translocating ATPase activity","phospholipid-translocating ATPase activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism"
"228","MacN_Emerald","OG0011885","Ofaveolata033256","Ssiderea055301",1.17287814521664,1.24803675152867,"Src homology 3 domains","Src homology 3 domains","Signal transduction mechanisms","Nucleotide transport and metabolism"
"229","MacN_Emerald","OG0011928","Ofaveolata006623","Ssiderea010003",2.73244476148478,1.09735572553639,NA,NA,NA,NA
"230","MacN_Emerald","OG0011947","Ofaveolata026506","Ssiderea021770",-1.36171878915525,1.38570964775809,"U6 snRNA binding","U6 snRNA binding","RNA processing and modification","RNA processing and modification"
"231","MacN_Emerald","OG0012041","Ofaveolata009050","Ssiderea055063",-1.05579463747178,-1.83171155692869,NA,"neurogenic locus notch homolog protein",NA,"Signal transduction mechanisms"
"232","MacN_Emerald","OG0012083","Ofaveolata029185","Ssiderea027760",-1.47682324259978,-1.8593560985917,"growth factor 1 receptor","Receptor L domain","Signal transduction mechanisms","Signal transduction mechanisms"
"233","MacN_Emerald","OG0012143","Ofaveolata002328","Ssiderea012842",-1.23968223365667,3.8705298727585,NA,"Lactose-binding lectin l-2-like",NA,"Signal transduction mechanisms"
"234","MacN_Emerald","OG0012179","Ofaveolata002556","Ssiderea013067",6.29495813272127,-4.12755595276766,"dihydrofolate reductase activity","dihydrofolate reductase activity","Coenzyme transport and metabolism","Coenzyme transport and metabolism"
"235","MacN_Emerald","OG0012242","Ofaveolata034333","Ssiderea052907",-2.32200390533059,1.17908998859615,"carbohydrate binding","carbohydrate binding",NA,"Function Unknown"
"236","MacN_Emerald","OG0012318","Ofaveolata007200","Ssiderea009898",4.2160103769129,-1.13467103956286,"Papain family cysteine protease","Papain family cysteine protease","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"237","MacN_Emerald","OG0012425","Ofaveolata033404","Ssiderea040239",1.31044501824895,-2.71339951995481,"beta-tubulin binding","Leucine-rich PPR motif-containing protein","Transcription","RNA processing and modification"
"238","MacN_Emerald","OG0012535","Ofaveolata015180","Ssiderea051132",-2.53045136489707,1.32641199826947,"calcium ion-regulated exocytosis of neurotransmitter","calcium ion-regulated exocytosis of neurotransmitter",NA,"Function Unknown"
"239","MacN_Emerald","OG0012629","Ofaveolata018037","Ssiderea002220",-1.37301103936789,-1.05234929474639,NA,"trypsinogen activation",NA,"Function Unknown"
"240","MacN_Emerald","OG0012655","Ofaveolata004748","Ssiderea010924",1.03098256826516,-1.52760322741467,NA,"cyclin binding",NA,"Function Unknown"
"241","MacN_Emerald","OG0012893","Ofaveolata008827","Ssiderea007938",1.75162255675472,1.346981908576,"Nuclear assembly factor 1 homolog (S. cerevisiae)","Nuclear assembly factor 1 homolog (S. cerevisiae)",NA,"Function Unknown"
"242","MacN_Emerald","OG0013076","Ofaveolata026686","Ssiderea002294",1.09568790431953,-4.86537208139985,"gamma-glutamylcyclotransferase activity","PFAM AIG2 family protein","Inorganic ion transport and metabolism","Nucleotide transport and metabolism"
"243","MacN_Emerald","OG0013085","Ofaveolata031804","Ssiderea006778",-1.54287293341942,-6.18830159633534,"Leukotriene A-4 hydrolase","Leukotriene A-4 hydrolase","",""
"244","MacN_Emerald","OG0013090","Ofaveolata010536","Ssiderea045355",2.6156851032742,7.39407410287763,"NAADP-sensitive calcium-release channel activity","NAADP-sensitive calcium-release channel activity","",""
"245","MacN_Emerald","OG0013170","Ofaveolata009169","Ssiderea051634",1.06188839507045,7.35233367897612,"aspartate N-acetyltransferase activity","aspartate N-acetyltransferase activity",NA,"Function Unknown"
"246","MacN_Emerald","OG0013222","Ofaveolata002214","Ssiderea012721",1.70285133006192,1.00029674351159,NA,"Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family",NA,"Function Unknown"
"247","Star_Rainbow","OG0000123","Ofaveolata013490","Ssiderea045294",1.6144101499885,-1.15904157350063,"N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism"
"248","Star_Rainbow","OG0000162","Ofaveolata017565","Ssiderea048570",-1.21883201511965,-1.19144568500434,"cAMP-dependent protein kinase activity","Protein tyrosine kinase","Nucleotide transport and metabolism","Signal transduction mechanisms"
"249","Star_Rainbow","OG0000248","Ofaveolata027100","Ssiderea020932",1.10427692263722,1.51277827305226,"BLOC-2 complex binding","BLOC-2 complex binding","Amino acid transport and metabolism","Amino acid transport and metabolism"
"250","Star_Rainbow","OG0000307","Ofaveolata024256","Ssiderea006371",2.2950367485998,1.05186296496519,NA,NA,NA,NA
"251","Star_Rainbow","OG0000369","Ofaveolata017708","Ssiderea037493",1.29692458209261,1.26864622589117,NA,"-",NA,""
"252","Star_Rainbow","OG0000444","Ofaveolata026424","Ssiderea038632",-2.80161653240785,6.12375042031504,"zinc ion binding","zinc ion binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"253","Star_Rainbow","OG0000861","Ofaveolata027502","Ssiderea047867",-2.91690262176116,1.19140630212102,"Belongs to the peptidase M10A family","Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones"
"254","Star_Rainbow","OG0001049","Ofaveolata023246","Ssiderea045848",-2.26135269873204,-2.16902001068025,"nitric-oxide synthase activity","nitric-oxide synthase activity","Energy production and conversion","Energy production and conversion"
"255","Star_Rainbow","OG0001441","Ofaveolata004510","Ssiderea052434",1.31543946002169,1.41041064159537,NA,"DNA helicase B",NA,"Replication, recombination and repair"
"256","Star_Rainbow","OG0001533","Ofaveolata003365","Ssiderea049275",-1.36673524666713,-1.80545602389829,"cytochrome P450","Cytochrome p-450","Secondary metabolites biosynthesis, transport and catabolism","Secondary metabolites biosynthesis, transport and catabolism"
