"","comparison","Orthogroup","Protein_ofav","Protein_ssid","lpv_ssid","lpv_ofav","annot_ofav","annot_ssid","KOG_ofav","KOG_ssid","rel_class","abs_ofav","abs_ssid","delta_log10p","p_ofav","p_ssid","p_ratio","filter_type","relationship_category","discord_direction","delta_cut_used","high_cut_used","low_cut_used","ratio_cut_used","treatment"
"OA + Bleaching.38","LH_CC","OG0009704","Ofaveolata014858","Ssiderea004499",1.33501873514408,-1.23935918421191,"Dermatopontin","Dermatopontin",NA,"Function Unknown","Inverse",1.23935918421191,1.33501873514408,0.09565955093217,0.0576289644617095,0.0462361075052791,1.24640605732499,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.39","LH_CC","OG0009765","Ofaveolata008051","Ssiderea009584",-2.34744611314356,3.97523283133129,"TAF6-like RNA polymerase II, p300 CBP-associated","TAF6-like RNA polymerase II, p300 CBP-associated","Transcription","Transcription","Inverse",3.97523283133129,2.34744611314356,1.62778671818773,0.000105868599667305,0.00449318072181257,42.4411084677847,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.40","LH_CC","OG0009962","Ofaveolata029592","Ssiderea054629",1.92514638568905,-1.63518818937014,"pectin acetylesterase activity","pectin acetylesterase activity","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis","Inverse",1.63518818937014,1.92514638568905,0.28995819631891,0.0231639068932995,0.0118810169184018,1.94965692350984,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.41","LH_CC","OG0010049","Ofaveolata016136","Ssiderea055363",-1.11255086109912,1.07188269054738,"sodium-dependent L-ascorbate transmembrane transporter activity","sodium-dependent L-ascorbate transmembrane transporter activity","Nucleotide transport and metabolism","Nucleotide transport and metabolism","Inverse",1.07188269054738,1.11255086109912,0.04066817055174,0.0847456293881449,0.0771701134822805,1.09816644765728,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.42","LH_CC","OG0010154","Ofaveolata017714","Ssiderea046941",1.7936016258823,-1.36196758947837,"Electron transfer flavoprotein subunit","Electron transfer flavoprotein subunit","Energy production and conversion","Energy production and conversion","Inverse",1.36196758947837,1.7936016258823,0.43163403640393,0.0434542652003609,0.0160841596090895,2.70168080002165,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.43","LH_CC","OG0010456","Ofaveolata003649","Ssiderea046465",1.19338799417087,-1.61563381742903,"Belongs to the peptidase M10A family","Belongs to the peptidase M10A family","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.61563381742903,1.19338799417087,0.42224582325816,0.0242307123822745,0.0640636982434771,2.64390486060747,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.44","LH_CC","OG0010748","Ofaveolata029130","Ssiderea042606",-4.92270141664795,1.36353233067561,"maintenance of mitotic sister chromatid cohesion","maintenance of mitotic sister chromatid cohesion",NA,"Function Unknown","Inverse",1.36353233067561,4.92270141664795,3.55916908597234,0.0432979833730434,1.19480926974381e-05,3623.84059694544,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.45","LH_CC","OG0010803","Ofaveolata031584","Ssiderea054463",-1.12574765726174,1.16063679741827,"PX domain","PX domain","Defense mechanisms","Defense mechanisms","Inverse",1.16063679741827,1.12574765726174,0.0348891401565301,0.0690817296182317,0.0748604343705712,1.08365026157096,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.46","LH_CC","OG0010896","Ofaveolata023169","Ssiderea046213",1.24024660934359,-1.01327995141027,"sphingolipid transporter activity","sphingolipid transporter activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.01327995141027,1.24024660934359,0.22696665793332,0.0969884566520828,0.0575113272854726,1.68642354871511,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.47","LH_CC","OG0011004","Ofaveolata009955","Ssiderea057999",-1.07234299421846,2.17213368495679,"axonemal dynein complex assembly","axonemal dynein complex assembly",NA,"Function Unknown","Inverse",2.17213368495679,1.07234299421846,1.09979069073833,0.00672769531824897,0.0846558560642947,12.5831881587539,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.48","LH_CC","OG0011056","Ofaveolata033693","Ssiderea053631",-4.99280761052694,2.76857124617117,NA,"cytoskeletal anchoring at nuclear membrane",NA,"Cytoskeleton","Inverse",2.76857124617117,4.99280761052694,2.22423636435577,0.00170383978083766,1.0166989837933e-05,167.585471019223,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.49","LH_CC","OG0011192","Ofaveolata019396","Ssiderea055950",1.69031475262911,-2.56607323365549,NA,"-",NA,"","Inverse",2.56607323365549,1.69031475262911,0.87575848102638,0.00271598124320453,0.0204025874197822,7.51205019211017,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.50","LH_CC","OG0011451","Ofaveolata001473","Ssiderea043685",2.00930344468361,-1.72488840814938,"acid phosphatase activity","acid phosphatase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",1.72488840814938,2.00930344468361,0.28441503653423,0.018841331548056,0.00978805847732435,1.92493042330152,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.51","LH_CC","OG0011480","Ofaveolata013651","Ssiderea000160",2.05873982488852,-1.51015858461411,"Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements","Energy production and conversion","Energy production and conversion","Inverse",1.51015858461411,2.05873982488852,0.54858124027441,0.0308916720302023,0.00873494500683739,3.53656170771785,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.52","LH_CC","OG0011630","Ofaveolata008513","Ssiderea050500",-1.99742786720232,2.0889318515848,"translocation of peptides or proteins into host cell cytoplasm","translocation of peptides or proteins into host cell cytoplasm","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",2.0889318515848,1.99742786720232,0.0915039843824801,0.00814832135431456,0.0100594012763908,1.23453664122664,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.53","LH_CC","OG0012106","Ofaveolata001844","Ssiderea057693",-1.94983963215935,1.03511411297834,"acetyl-CoA","acetyl-CoA","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.03511411297834,1.94983963215935,0.91472551918101,0.0922329048888836,0.0112243284801372,8.21723144080293,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.54","LH_CC","OG0012304","Ofaveolata023492","Ssiderea004955",-3.66565487921392,1.22284820554902,"10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity","10-hydroxy-9-(phosphonooxy)octadecanoate phosphatase activity","Replication, recombination and repair","Replication, recombination and repair","Inverse",1.22284820554902,3.66565487921392,2.4428066736649,0.0598620788222042,0.000215945978534204,277.208583501001,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.55","LH_CC","OG0012409","Ofaveolata019724","Ssiderea011989",-1.02157521933392,1.07907619559785,NA,"mRNA processing",NA,"RNA processing and modification","Inverse",1.07907619559785,1.02157521933392,0.05750097626393,0.0833534930714023,0.0951535029003609,1.14156587077701,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.56","LH_CC","OG0012576","Ofaveolata001171","Ssiderea029404",-1.74387198749264,4.20737211404515,"plasma membrane repair","plasma membrane repair","Cell wall/membrane/envelope biogenesis","Cell wall/membrane/envelope biogenesis","Inverse",4.20737211404515,1.74387198749264,2.46350012655251,6.20337286423181e-05,0.0180354927614577,290.736880664533,"Inverse","Inverse",NA,NA,NA,NA,NA,"OA + Bleaching"
"OA + Bleaching.57","LH_CC","OG0001035","Ofaveolata013447","Ssiderea000550",-9.27048457168282,-1.19067379644702,"ammonium transmembrane transporter activity","ammonium transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Direct",1.19067379644702,9.27048457168282,8.0798107752358,0.0644653290174227,5.36432927888621e-10,120174071.474612,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.58","LH_CC","OG0001372","Ofaveolata014693","Ssiderea004543",-1.11848721967449,-3.27069033361303,"alpha-L-fucosidase activity","alpha-L-fucosidase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Direct",3.27069033361303,1.11848721967449,2.15220311393854,0.000536178834558317,0.0761224539829733,141.972135184486,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.59","LH_CC","OG0001633","Ofaveolata024490","Ssiderea023310",-8.19312221728103,-1.03248883141958,"secondary active sulfate transmembrane transporter activity","secondary active sulfate transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Direct",1.03248883141958,8.19312221728103,7.16063338586145,0.0927921352809054,6.41029155537961e-09,14475493.7399115,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.60","LH_CC","OG0004922","Ofaveolata010215","Ssiderea045336",-1.1244570420501,-9.87557298218378,"BIR domain binding","BIR domain binding","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning","Direct",9.87557298218378,1.1244570420501,8.75111594013368,1.33176322377631e-10,0.0750832318526502,563788145.761724,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.61","LH_CC","OG0005474","Ofaveolata001563","Ssiderea026808",-1.12496471589308,-6.90892737920032,"Belongs to the carnitine choline acetyltransferase family","Carnitine O-palmitoyltransferase 1, liver isoform","Lipid transport and metabolism","Lipid transport and metabolism","Direct",6.90892737920032,1.12496471589308,5.78396266330724,1.23331104479785e-07,0.0749955136706468,608082.721605233,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.62","LH_CC","OG0005683","Ofaveolata032311","Ssiderea007028",-1.03292248477506,-3.3890060208079,"regulation of actin phosphorylation","regulation of actin phosphorylation","Extracellular structures","Extracellular structures","Direct",3.3890060208079,1.03292248477506,2.35608353603284,0.000408313725667755,0.0926995263736335,227.03014997116,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.63","LH_CC","OG0007104","Ofaveolata006325","Ssiderea048193",-1.13585284508575,-7.16966683256847,"maltose alpha-glucosidase activity","maltose alpha-glucosidase activity","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Direct",7.16966683256847,1.13585284508575,6.03381398748272,6.76601828979374e-08,0.0731386862222312,1080970.86188132,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.64","LH_CC","OG0007327","Ofaveolata010456","Ssiderea019516",-1.01568751122694,-7.18260397631989,"Belongs to the aldehyde dehydrogenase family","Belongs to the aldehyde dehydrogenase family","Energy production and conversion","Energy production and conversion","Direct",7.18260397631989,1.01568751122694,6.16691646509295,6.56743863764424e-08,0.0964522778999576,1468643.76238094,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.65","LH_CC","OG0007707","Ofaveolata008341","Ssiderea008900",-1.28425350010457,-4.27757628020889,"Belongs to the universal ribosomal protein uL5 family","Belongs to the universal ribosomal protein uL5 family","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",4.27757628020889,1.28425350010457,2.99332278010432,5.27744504713509e-05,0.0519692560545449,984.742722858989,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.66","LH_CC","OG0007846","Ofaveolata029756","Ssiderea023873",-1.22006658075527,-4.49353075751027,"threonine-type endopeptidase activity","threonine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",4.49353075751027,1.22006658075527,3.273464176755,3.2097354769662e-05,0.0602467216037676,1876.99958567028,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.67","LH_CC","OG0008312","Ofaveolata016454","Ssiderea036522",1.12496471589308,3.81185843360315,"protein ubiquitination","protein ubiquitination","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",3.81185843360315,1.12496471589308,2.68689371771007,0.000154220308091958,0.0749955136706468,486.288184730696,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.68","LH_CC","OG0008315","Ofaveolata006518","Ssiderea028014",-1.28661728426714,-3.77208528052122,"Belongs to the eukaryotic ribosomal protein eS30 family","Belongs to the eukaryotic ribosomal protein eS30 family","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",3.77208528052122,1.28661728426714,2.48546799625408,0.000169010901968842,0.0516871654308016,305.821487422926,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.69","LH_CC","OG0008329","Ofaveolata014852","Ssiderea004523",1.22404418959571,3.96793332948612,"IPT/TIG domain","IPT/TIG domain",NA,"Function Unknown","Direct",3.96793332948612,1.22404418959571,2.74388913989041,0.00010766304793677,0.0596974541152206,554.484154584596,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.70","LH_CC","OG0008350","Ofaveolata017291","Ssiderea046616",-1.07337156004778,-6.80031143526159,"Acyl-CoA synthetase long-chain family member","Acyl-CoA synthetase long-chain family member","Lipid transport and metabolism","Lipid transport and metabolism","Direct",6.80031143526159,1.07337156004778,5.72693987521381,1.58375706315246e-07,0.0844555977273144,533261.064416067,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.71","LH_CC","OG0008444","Ofaveolata010907","Ssiderea019917",-1.16642007188441,-4.81353599386758,"DOMON domain-containing protein","DOMON domain-containing protein","Intracellular trafficking, secretion, and vesicular transport","Intracellular trafficking, secretion, and vesicular transport","Direct",4.81353599386758,1.16642007188441,3.64711592198317,1.5362574646605e-05,0.0681679020267301,4437.27067857045,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.72","LH_CC","OG0008455","Ofaveolata005305","Ssiderea015846",-1.21781133984521,-5.70480784405145,"zinc ion binding","zinc ion binding","Cell cycle control, cell division, chromosome partitioning","Cell cycle control, cell division, chromosome partitioning","Direct",5.70480784405145,1.21781133984521,4.48699650420624,1.97329563834615e-06,0.0605603895623103,30689.9728481977,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.73","LH_CC","OG0009207","Ofaveolata029937","Ssiderea024205",-1.11553956261225,-3.44770765719525,"protein processing involved in protein targeting to mitochondrion","protein processing involved in protein targeting to mitochondrion","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",3.44770765719525,1.11553956261225,2.332168094583,0.000356691157209927,0.0766408719998184,214.866195728851,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.74","LH_CC","OG0009662","Ofaveolata030010","Ssiderea052995",-1.13309294283493,-3.41980051094451,"Far upstream element-binding protein","Far upstream element-binding protein","RNA processing and modification","RNA processing and modification","Direct",3.41980051094451,1.13309294283493,2.28670756810958,0.000380364072832542,0.0736049559565254,193.511851443789,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.75","LH_CC","OG0009685","Ofaveolata032877","Ssiderea055212",-1.10386327641049,-5.22398995544874,"cysteine-type endopeptidase activity","cysteine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",5.22398995544874,1.10386327641049,4.12012667903825,5.97049095234742e-06,0.078729360464589,13186.4131598148,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.76","LH_CC","OG0009703","Ofaveolata004535","Ssiderea052456",-1.06612419194272,-4.95110378411728,"unfolded protein binding","unfolded protein binding","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",4.95110378411728,1.06612419194272,3.88497959217456,1.11917040138603e-05,0.0858767910956907,7673.25431313558,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.77","LH_CC","OG0010191","Ofaveolata007841","Ssiderea009135",-3.24439222696875,-1.10827890328598,"proteasome assembly","proteasome assembly","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",1.10827890328598,3.24439222696875,2.13611332368277,0.077932946553201,0.000569649568875458,136.80857637977,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.78","LH_CC","OG0010599","Ofaveolata005306","Ssiderea015848",-1.25251367659479,-3.40640585683343,"translation initiation factor activity","translation initiation factor activity","Translation, ribosomal structure and biogenesis","Translation, ribosomal structure and biogenesis","Direct",3.40640585683343,1.25251367659479,2.15389218023864,0.000392278172296377,0.0559095920511125,142.525371023885,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.79","LH_CC","OG0010614","Ofaveolata015567","Ssiderea038127",1.05184750325406,5.84601804928461,NA,"collagen",NA,"Extracellular structures","Direct",5.84601804928461,1.05184750325406,4.79417054603055,1.42554834656225e-06,0.0887467579800758,62254.4708456159,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.80","LH_CC","OG0010649","Ofaveolata021881","Ssiderea020406",4.95118325794262,1.11159510752217,"regulation of hippo signaling","WW and C2 domain containing","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",1.11159510752217,4.95118325794262,3.83958815042045,0.0773401290633459,1.1189656172615e-05,6911.75205656671,"DirectDiscordant","Direct (discordant significance)","Ssid >> Ofav",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.81","LH_CC","OG0010783","Ofaveolata025774","Ssiderea038877",-1.2715227540577,-6.96177372680091,"threonine-type endopeptidase activity","threonine-type endopeptidase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",6.96177372680091,1.2715227540577,5.69025097274321,1.09200913953905e-07,0.0535152114729571,490061.937536041,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.82","LH_CC","OG0010857","Ofaveolata031651","Ssiderea006846",-1.23290947940064,-4.95313879556977,"Glutaredoxin","protein disulfide oxidoreductase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",4.95313879556977,1.23290947940064,3.72022931616913,1.11393847464991e-05,0.0584911985453893,5250.84642253441,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.83","LH_CC","OG0011617","Ofaveolata024364","Ssiderea006200",-1.06547646827423,-3.8755414210802,"acetate-CoA ligase activity","acetate-CoA ligase activity","Lipid transport and metabolism","Lipid transport and metabolism","Direct",3.8755414210802,1.06547646827423,2.81006495280597,0.00013318600093587,0.0860049666386324,645.750799891081,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"OA + Bleaching.84","LH_CC","OG0012856","Ofaveolata003593","Ssiderea046325",1.05565978474237,5.93324158679301,"procollagen-lysine 5-dioxygenase activity","procollagen-lysine 5-dioxygenase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Direct",5.93324158679301,1.05565978474237,4.87758180205064,1.16616073153092e-06,0.0879711390514207,75436.5471867103,"DirectDiscordant","Direct (discordant significance)","Ofav >> Ssid",2,2,1.3,100,"OA + Bleaching"
"Bleaching vs OA.1","CH_LC","OG0000086","Ofaveolata035275","Ssiderea59608",-1.1004171239404,1.91472284565998,"protein K33-linked ubiquitination","Kelch-like protein 12","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.91472284565998,1.1004171239404,0.81430572171958,0.0121696238353839,0.0793565677815988,6.5208726954127,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.2","CH_LC","OG0000221","Ofaveolata027885","Ssiderea050737",1.29986431381234,-1.04636453278712,"glutathione hydrolase activity","glutathione hydrolase activity","Amino acid transport and metabolism","Amino acid transport and metabolism","Inverse",1.04636453278712,1.29986431381234,0.25349978102522,0.0898742889035109,0.0501343843513455,1.79266764848782,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.3","CH_LC","OG0000290","Ofaveolata010939","Ssiderea019959",-2.74712066513203,2.97874372027972,"GTPase activity","GTPase activity",NA,"Function Unknown","Inverse",2.97874372027972,2.74712066513203,0.23162305514769,0.00105016195256789,0.00179010841810687,1.70460224133015,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.4","CH_LC","OG0000369","Ofaveolata017708","Ssiderea037493",-1.46618049863495,2.46879480380984,NA,"-",NA,"","Inverse",2.46879480380984,1.46618049863495,1.00261430517489,0.00339785777227459,0.0341837340783998,10.0603781468806,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.5","CH_LC","OG0000402","Ofaveolata009835","Ssiderea051714",-2.24186400072996,1.78186662447939,"Glutathione S-transferase, C-terminal domain","transferase activity","Posttranslational modification, protein turnover, chaperones","Posttranslational modification, protein turnover, chaperones","Inverse",1.78186662447939,2.24186400072996,0.45999737625057,0.016524692076259,0.00572975430088924,2.88401407957307,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.6","CH_LC","OG0000566","Ofaveolata015403","Ssiderea038210",1.13329976676941,-2.27609345526311,"Carboxylesterase family","Carboxylesterase family","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",2.27609345526311,1.13329976676941,1.1427936884937,0.00529549478568472,0.0735699114350962,13.8929249130747,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.7","CH_LC","OG0000721","Ofaveolata007413","Ssiderea025940",-1.72609477921785,1.52820418547115,"proximal promoter DNA-binding transcription activator activity, RNA polymerase II-specific",NA,"Transcription",NA,"Inverse",1.52820418547115,1.72609477921785,0.1978905937467,0.0296343778856535,0.0187890672468698,1.57721389232829,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.8","CH_LC","OG0000761","Ofaveolata036439","Ssiderea005075",1.97652970105832,-1.29522346063882,NA,"adenylate cyclase-inhibiting G-protein coupled glutamate receptor signaling pathway",NA,"Signal transduction mechanisms","Inverse",1.29522346063882,1.97652970105832,0.6813062404195,0.0506729909828779,0.010555293139272,4.80071849396055,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.9","CH_LC","OG0001481","Ofaveolata013123","Ssiderea000775",4.69840737949567,-7.98802840054443,"integrin binding","Coagulation factor 5/8 C-terminal domain, discoidin domain","Signal transduction mechanisms","Function Unknown","Inverse",7.98802840054443,4.69840737949567,3.28962102104876,1.02794907353775e-08,2.00259266216405e-05,1948.14384653514,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.10","CH_LC","OG0001559","Ofaveolata015782","Ssiderea023460",-1.10919019134153,4.53448949896399,"Belongs to the glycosyl hydrolase 18 family","Belongs to the glycosyl hydrolase 18 family","Carbohydrate transport and metabolism","Carbohydrate transport and metabolism","Inverse",4.53448949896399,1.10919019134153,3.42529930762246,2.92085838433326e-05,0.0777695898729811,2662.5594137024,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.11","CH_LC","OG0001626","Ofaveolata002399","Ssiderea012927",1.10604992995537,-1.45913466815739,"acid phosphatase activity","acid phosphatase activity","Lipid transport and metabolism","Lipid transport and metabolism","Inverse",1.45913466815739,1.10604992995537,0.35308473820202,0.0347428412436753,0.0783339578627162,2.25467909527913,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.12","CH_LC","OG0001633","Ofaveolata022400","Ssiderea023311",1.49768641396167,-1.24703854550711,"secondary active sulfate transmembrane transporter activity","secondary active sulfate transmembrane transporter activity","Inorganic ion transport and metabolism","Inorganic ion transport and metabolism","Inverse",1.24703854550711,1.49768641396167,0.25064786845456,0.0566189035090978,0.0317916878805464,1.78093417756984,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.13","CH_LC","OG0001659","Ofaveolata029163","Ssiderea027778",1.65478139988953,-1.06100322897306,"guanylate cyclase activity","guanylate cyclase activity","Signal transduction mechanisms","Signal transduction mechanisms","Inverse",1.06100322897306,1.65478139988953,0.59377817091647,0.0868953968602359,0.0221420894094749,3.92444431296769,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
"Bleaching vs OA.14","CH_LC","OG0001811","Ofaveolata035247","Ssiderea033014",-1.19438213204471,3.31833699119367,"fibrinolysis","homophilic cell adhesion via plasma membrane adhesion molecules","Signal transduction mechanisms","Carbohydrate transport and metabolism","Inverse",3.31833699119367,1.19438213204471,2.12395485914896,0.00048046638544422,0.0639172185778516,133.031613686681,"Inverse","Inverse",NA,NA,NA,NA,NA,"Bleaching vs OA"
